name,category,duration,energy_level,social_context,lat,lng,tags,source_url,source_name,start_date,image_url
"Old Town Scottsdale Farmers Market","Food",60,2,"Either",,,"food|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/214091?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","Saturdays | 8:00 AM - 1:00 PM","https://org-images.withapps.io/16/resources/8cbc58bf83fa55bd3170f50dea355067.png"
"Native Spirit Pop-Up Performances","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260130119?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","Sundays | 1:30PM - 3:30PM","https://org-images.withapps.io/16/resources/5026b1f042bc1e039c6bfe74908ca115.png"
"Old Town Scottsdale","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://calendar.oldtownscottsdaleaz.com/scottsdaleaz_oldtown?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/a4c6f9f801ac7c3daab60364be91ba8d.png"
"PSPRS Fire & Police Local Boards - Joint Meeting - 03-12-26","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260130349?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/hubs/e9bcd67ea2c2b1b2058bb9a53e3091f1.png"
"PSPRS Police Local Board - Regular - 03-12-26","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260130348?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/hubs/e9bcd67ea2c2b1b2058bb9a53e3091f1.png"
"Parks and Recreation Commission - Regular Meeting - 03-18-26","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260131290?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/hubs/e9bcd67ea2c2b1b2058bb9a53e3091f1.png"
"Perler Madness","Wellness",90,1,"Either",,,"wellness|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/221334?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/c95f971f68a8dd14609e30cbd12f1910.png"
"Playdough Party","Wellness",90,1,"Either",,,"wellness|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/221333?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/d5a09a4d87ab321945efdbfeab11615c.png"
"Playing It Safe Water Safety Class","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260131313?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/hubs/1f94c8a6548de81c263ba80ba889c0b6.png"
"Power Up Event","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260130113?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/67f90bd14f4497ead0603478f5fc0af3.png"
"Raising a Reader","Wellness",90,1,"Either",,,"wellness|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260131304?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/6dec597a254f65030c6293059e7ea27c.png"
"SRP Canal History Tour","Movement",90,3,"Either",,,"movement|event|outdoor|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260120505?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/43809154a2c6d6e55eb9513fe313ef97.png"
"SRP Canal History Tour Wait List","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260126999?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/43809154a2c6d6e55eb9513fe313ef97.png"
"Scottsdale Airport Master Plan Public Information Workshop","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260129085?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/0d830c795d06b38b69e621a68a59b47a.png"
"Scottsdale Art Week","Wellness",90,1,"Either",,,"wellness|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/218541?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/a3a4abaf98d60e3540c08dd900c26c2b.png"
"Scottsdale Art Week Fair","Explore",90,2,"Either",,,"explore|event|cvb|rating:source-curated","https://www.experiencescottsdale.com/event/scottsdale-art-week-fair/371990/","Experience Scottsdale Events","2026-03-19","https://assets.experiencescottsdale.com/simpleview/image/upload/c_fill,h_396,q_75,w_704/v1/crm/scottsdale/Jeff-Otto-Gallery-Shot_B6C71040-C6DF-DDE1-B431890D6D710BE5_b6dd7ce2-e030-6150-a086ec3301def991.jpg"
"Scottsdale Artists' School Programs for Adults","Wellness",90,1,"Either",,,"wellness|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/219519?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/lgcy/consumer/uploads/d60abb3e183dfde2fa513696923fd929.png"
"Scottsdale Bakes","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260115911?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/b9825198db0d5686f2c890086ed734ff.png"
"Scottsdale Public Library","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://calendar.scottsdalelibrary.org/scottsdaleaz_library?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/0a08834923846a8e30d70614346344d4.png"
"Scottsdale Public Meetings","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://publicmeetings.scottsdaleaz.gov/scottsdaleaz_publicmeetings?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/82075c5fef77d02b0a7c5bcf2ab8692a.png"
"Smart Money Talk: Dealing with Debt","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260117255?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/22802e79c1808350f07402bcf935b4b6.png"
"Smart Money Talk: Dealing with Debt","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260117257?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/22802e79c1808350f07402bcf935b4b6.png"
"Staff Picks Book Discussion Group","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/221563?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/4257aa52d8c9a40a0fda87afb30fae9f.png"
"Staff Picks Book Discussion Group","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/243880?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/35c981ad2bad6e291f67f3b8180ab8be.png"
"Staff Picks Book Discussion Group","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260121544?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/505f3a563fd8304e8667e9f8742c13c8.png"
"Tax-Efficient Retirement Planning","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260111886?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/b34cf636b5bbbfc8b023b73475e7a83e.png"
"Teen Create Space","Wellness",90,1,"Either",,,"wellness|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260112960?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/cc5c65628c8ee2dc467086a0a4001537.png"
"The Cookbook Discussion Club","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260118653?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/dfbc3c2bedccfdeff28daf1aec467d12.png"
"Trampled by Turtles","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260118604?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/49eb3bf3806fb12e88a44be576f5bfa5.png"
"Trombone Shorty & Orleans Avenue","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260126695?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/58856828eff2964ba1a264017e5974ea.png"
"Twos & Threes Together","Wellness",90,1,"Either",,,"wellness|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260113587?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/images/6f0d5194ff9e9d8dddf4ef7c9197c97d.jpg"
"Twos & Threes Together","Wellness",90,1,"Either",,,"wellness|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/221706?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/458f2245214ce96ad13fd4a5a5bda6d7.png"
"Twos & Threes Together","Wellness",90,1,"Either",,,"wellness|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/221719?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/458f2245214ce96ad13fd4a5a5bda6d7.png"
"Twos & Threes Together","Wellness",90,1,"Either",,,"wellness|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260113588?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/images/6f0d5194ff9e9d8dddf4ef7c9197c97d.jpg"
"Twos & Threes Together","Wellness",90,1,"Either",,,"wellness|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/221707?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/458f2245214ce96ad13fd4a5a5bda6d7.png"
"Twos & Threes Together","Wellness",90,1,"Either",,,"wellness|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/221720?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/458f2245214ce96ad13fd4a5a5bda6d7.png"
"Twos & Threes Together","Wellness",90,1,"Either",,,"wellness|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260113589?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/images/6f0d5194ff9e9d8dddf4ef7c9197c97d.jpg"
"Twos & Threes Together","Wellness",90,1,"Either",,,"wellness|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/221708?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/458f2245214ce96ad13fd4a5a5bda6d7.png"
"WIMBY: What's in my back yard?","Food",60,2,"Either",,,"food|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/212868?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/6e356f4e50143ffc58225188320092f5.png"
"WestWorld of Scottsdale","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://calendar.westworldaz.com/scottsdaleaz_westworld?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/32b81b58aaab04c570729432b809bf6e.png"
"Wine Education Series: Spain","Wellness",90,1,"Either",,,"wellness|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260127063?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/d6a80cad254b6e96466f9d044bc35b96.png"
"Wine Tasting Series: France","Food",60,2,"Either",,,"food|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260127064?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/d6a80cad254b6e96466f9d044bc35b96.png"
"Wine Tasting Series: Germany","Food",60,2,"Either",,,"food|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260127062?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/a79bd0f763e381c12011d92caf8ed5c6.png"
"Wine Tasting Series: South America","Food",60,2,"Either",,,"food|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260127107?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/a79bd0f763e381c12011d92caf8ed5c6.png"
"Writers in Residence Office Hours: Mark Johnson","Wellness",90,1,"Either",,,"wellness|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260125071?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/63525f8322df90447a6f4effe51c67ec.png"
"Writers in Residence Office Hours: Mark Johnson","Wellness",90,1,"Either",,,"wellness|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260125069?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/63525f8322df90447a6f4effe51c67ec.png"
"Writers in Residence Office Hours: Mark Johnson","Wellness",90,1,"Either",,,"wellness|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260125072?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/63525f8322df90447a6f4effe51c67ec.png"
"Youth Baseball & Softball Day","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260129432?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/04bdbb5f7ff01a4281196130d572db5f.png"
"iPad Series","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260125937?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/ed88cae605c9995678345e62a38f88c2.png"
"iPhone Series","Explore",90,2,"Either",,,"explore|event|municipality|rating:source-curated","https://community.scottsdaleaz.gov/scottsdaleaz_main/260126340?utm_source=bewith&utm_medium=calendar","City of Scottsdale Community Calendar","","https://org-images.withapps.io/16/resources/b2ce18eb9049bee4097cef7e5a8beeec.png"
